SKU,Model ID,Month_Year_Manufacturing,Brand_Color,Country_of_Origin,FSN,Material
EAGL_BLAK_VIV_Y75_4G,EAGL_BLAK_VIV_Y75_4G,Mar-26,"Black, Transparent",INDIA,ACCGEQ3RSKSDTS2X,"Plastic, Rubber, Fiber"
EAGLE_BLACK_MI_NOT10S,EAGLE_BLACK_NOT10S,Mar-26,"Black, Transparent",INDIA,ACCG5XJ7ZDJZW7KM,"Plastic, Rubber, Fiber"
EAGLE_BLACK_MI8A,EAGLE_BLACK_8A,Mar-26,"Black, Transparent",INDIA,ACCG5WJ6MA4UJXZQ,"Plastic, Rubber, Fiber"
EAGLE_BLACK_OPO_REN-2F,EAGLE_BLACK_OPO_REN-2F,Mar-26,"Black, Transparent",INDIA,ACCG5SRTPXCT9YFZ,"Plastic, Rubber, Fiber"
EAGLE_BLACK_OPP_A5S_123,EAGLE_BLACK_OPP_A5S_123,Mar-26,"Black, Transparent",INDIA,ACCGBHUDMMYSDRUP,"Plastic, Rubber, Fiber"
EAGLE_BLACK_REAL_GT-MSTR-EDTN,EAGLE_BLACK_REAL_GT-MSTR-EDTN,Mar-26,"Black, Transparent",INDIA,ACCGAQVAHM79ATHY,"Plastic, Rubber, Fiber"
EAGLE_BLACK_REAL_NRZ50A,EAGLE_BLACK_REAL_NRZ50A,Mar-26,"Black, Transparent",INDIA,ACCGAQXKNYRQJERE,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_A12,EAGLE_BLACK_SAM_A12,Mar-26,"Black, Transparent",INDIA,ACCG7ADJB9XY6WHH,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_A20S,EAGLE_BLACK_SAM_A20S,Mar-26,"Black, Transparent",INDIA,ACCG5VE9VVPYMHZT,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_A21S,EAGLE_BLACK_SAM_A21S,Mar-26,"Black, Transparent",INDIA,ACCG5VE9BK6ZZBC2,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_A70S,EAGLE_BLACK_SAM_A70S,Mar-26,Black,INDIA,ACCG5XGWGHM6PVQB,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_F12,EAGLE_BLACK_SAM_F12,Mar-26,Black,INDIA,ACCG7DTREKWN8JPN,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_M02S,EAGLE_BLACK_SAM_M02S,Mar-26,"Black, Transparent",INDIA,ACCG6TQFMJXV5AK9,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_M12,EAGLE_BLACK_SAM_M12,Mar-26,"Black, Transparent",INDIA,ACCG78ZCEHYV6RYG,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_M21,EAGLE_BLACK_SAM_M21,Mar-26,Black,INDIA,ACCG5XGW8N2WZKBD,"Plastic, Rubber, Fiber"
EAGLE_BLACK_SAM_NOT10LITE,EAGLE_BLACK_SAM_NOT10LITE,Mar-26,"Black, Transparent",INDIA,ACCG5XJ2HHNVZNCF,"Plastic, Rubber, Fiber"
EAGLE_BLACK_VIV_Y31,EAGLE_BLACK_VIV_Y31,Mar-26,"Black, Transparent",INDIA,ACCG5T2H5KAEHUFU,"Plastic, Rubber, Fiber"
EGALE_BLACK_MI_NOTE_12_5G_741,EGALE_BLACKG_741,Mar-26,"Black, Transparent",INDIA,ACCGNMCVC2ZHFYJG,"Plastic, Rubber, Fiber"
EGALE_BLACK_MOTO_E40,EGALE_BLACK_MOTO_E40,Mar-26,"Black, Transparent",INDIA,ACCGZTH5PUXDBBUF,"Plastic, Rubber, Fiber"
EGALE_BLACK_OPP_A78_4G,EGALE_BLACK__A78_4G,Mar-26,Black,INDIA,ACCGVKQGH7VYRSUQ,"Plastic, Rubber, Fiber"
EGL_BLK_OPO_A16K,EGL_BLK_OPO_A16K,Mar-26,"Black, Transparent",INDIA,ACCGE3S9Z4ZZFKZH,"Plastic, Rubber, Fiber"
FRAM_LASS_BLACK_,FRAM_LASS_BLACK_VIV_V40_V40PRO_5G,Mar-26,Black,INDIA,ACCH45NW9YBXBZQG,Plastic
FRAM_LASS_BLACK_IPHONE_11,FRAM_LASS_BLACK_IPHONE_11,Mar-26,Black,INDIA,ACCH95MWHHFYVKS8,Plastic
FRAM_LASS_BLACK_IPHONE_12MINI_SN,FRAM_LASS_BLACK_IPHONE_12MINI_SN,Mar-26,Black,INDIA,ACCH95N9H6FSS6KH,Plastic
FRAM_LASS_BLACK_IPHONE_13,FRAM_LASS_BLACK_IPHONE_13,Mar-26,Black,INDIA,ACCH95NDBFAMVTZY,Plastic
FRAM_LASS_BLACK_IPHONE_14,FRAM_LASS_BLACK_IPHONE_14,Mar-26,Black,INDIA,ACCHY8HAUHU6NRXN,Plastic
FRAM_LASS_BLACK_IPHONE_14PRO,FRAM_ _SN,Mar-26,"Black, Transparent",INDIA,ACCHY8MMUSTFZNGH,Plastic
FRAM_LASS_BLACK_IPHONE_14PRO_MAX,FRAM_LASS_BLACK_IPHONE_14PRO_MAX,Mar-26,Black,INDIA,ACCHY8KFG8ZY8UZN,Plastic
FRAM_LASS_BLACK_IPHONE_14PRO_MAX_SN,FRAM X_SN,Mar-26,"Black, Transparent",INDIA,ACCHY8MMJZCGMTZF,Plastic
FRAM_LASS_BLACK_IPHONE_15,FRAM_LASS_BLACK_IPHONE_15,Mar-26,Black,INDIA,ACCHY8N6ZAMFWPHP,Plastic
FRAM_LASS_BLACK_IPHONE_15_SN,FRAM_LASS_BLACK_NE_15_SN,Mar-26,Black,INDIA,ACCHY8PC9YWAZHNG,Plastic
FRAM_LASS_BLACK_IPHONE_15PLUS_SN,FRAM_LASS_BLACK_IPHONE_15PLUS_SN,Mar-26,Black,INDIA,ACCH95SHAFP7YX3V,Plastic
FRAM_LASS_BLACK_IPHONE_15PRO,FRAM_LASS_BLACK_IPHONE_15PRO,Mar-26,Black,INDIA,ACCHY8HFURZERS7U,Plastic
FRAM_LASS_BLACK_IPHONE_15PRO_MAX,FRAM_LASS_BLACK_IPHONE_15PRO_MAX,Mar-26,Black,INDIA,ACCHY8KZZBGGEJ48,Plastic
FRAM_LASS_BLACK_IPHONE_15PRO_MAX_SN,FRAM,Mar-26,"Black, Transparent",INDIA,ACCHY8MMXCJJGYQJ,Plastic
FRAM_LASS_BLACK_IPHONE_16_852,FRAM_LASS_BLACK_IPHONE_16_852,Mar-26,Black,INDIA,ACCH4ZNRHNTEDK7J,Plastic
FRAM_LASS_BLACK_IPHONE_16_SN,FRAM_LASS_BLACK_IPHONE_16_SN,Mar-26,Black,INDIA,ACCH4ZNKCZWESMDS,Plastic
FRAM_LASS_BLACK_IPHONE_16PLUS,FRAM_LASS_BLACK_IPHONE_16PLUS,Mar-26,Black,INDIA,ACCH4ZNUUZXPNZJU,Plastic
FRAM_LASS_BLACK_IPHONE_16PLUS_SN,FRAM_LASS_BLACK_IPHONE_16PLUS_SN,Mar-26,Black,INDIA,ACCH4ZNWQGBBBZNF,Plastic
FRAM_LASS_BLACK_IPHONE_16PRO_852,FRAM_LASS_BLACK_IPHONE_16PRO_852,Mar-26,Black,INDIA,ACCH4ZZ4ZHGFK76H,Plastic
FRAM_LASS_BLACK_IPHONE_16PRO_MAX,FRAM_LASS_BLACK_IPHONE_16PRO_MAX,Mar-26,Black,INDIA,ACCH4ZZ8EGVJJ9WM,Plastic
FRAM_LASS_BLACK_IPHONE_16PRO_MAX_SN,FRAM_LASS_BLACK_IPHONE_16PRO_MAX_SN,Mar-26,Black,INDIA,ACCH4ZZAK8FEDX6Z,Plastic
FRAM_LASS_BLACK_IPHONE_X_XS,FRAM_LASS_BLACK_IPHONE_X_XS,Mar-26,Black,INDIA,ACCH96STUGHYMZBB,Plastic
FRAM_LASS_BLACK_IPHONE_XS,FRAM_LASS_BLACK_IPHONE_XS,Mar-26,Black,INDIA,ACCH96SVVEHSQH7S,Plastic
FRAM_LASS_BLACK_MI_NOTE_13_5G,FRAM_LASS_BLACK_MI_NOTE_13_5G,Mar-26,"Black, Transparent",INDIA,ACCGZHSHEAYGV9XS,Plastic
FRAM_LASS_BLACK_MI_NOTE_13PRO_5G,FRAM_LASS_BLACK_MI_NOTE_13PRO_5G,Mar-26,"Black, Transparent",INDIA,ACCGZHSHXPSEADWC,Plastic
FRAM_LASS_BLACK_MI_NOTE_13PRO_PLUS_5G_SN,FRAM_LNOTE_13P_SN,Mar-26,Black,INDIA,ACCGZG3CRW8QMTXW,Plastic
FRAM_LASS_BLACK_MI_NOTE_13PRO_POC_X6_5G,K N C_X6_5G,Mar-26,Black,INDIA,ACCGZHT3UZARNECJ,Plastic
FRAM_LASS_BLACK_OPP_RENO6_5G,FRAM_LASS_BLACK_OPP_RENO6_5G,Mar-26,Black,INDIA,ACCH95QJH3PKATNH,Plastic
FRAM_LASS_BLACK_SAM_NOTE_10PLUS_SN,FRAM_LASS_BLACK_SAM_NOTE_10PLUS_SN,Mar-26,Black,INDIA,ACCH95QZFVYMKGQX,Plastic
FRAM_LASS_BLACK_SAM_S23_5G_SN,FRAM_LASS_BLACK_SAM_S23_5G_SN,Mar-26,Black,INDIA,ACCH95RH2H2XNDAE,Plastic
FRAM_LASS_BLACK_SAM_S23ULTRA_5G_SN,FRAM_LASS_BLACK_SAM_S23ULTRA_5G_SN,Mar-26,Black,INDIA,ACCH95RQQEQCA8JW,Plastic
FRAM_LASS_BLACK_SAM_S24ULTRA_5G,FRAM_LASS_BLACK_SAM_S24ULTRA_5G,Mar-26,Black,INDIA,ACCH95RTWBBA2GQA,Plastic
FRAM_LASS_BLACK_SAM_S24ULTRA_5G_SN,FRAM_LASS_BLACK_SAM_S24ULTRA_5G_SN,Mar-26,Black,INDIA,ACCH95RUKHZRKGSR,Plastic
FRAM_LASS_BLACK_VIV_V29_V29PRO_5G,FRAM_LASS_BLACK_VIV_V29_V29PRO_5G,Mar-26,Black,INDIA,ACCH2386FMFKHYFB,Plastic
FRAM_LASS_BLACK_VIV_V29PRO_5G,FRAM_LASS_BLACK_VIV_V29PRO_5G,Mar-26,Black,INDIA,ACCH2383F8KDBQS3,Plastic
FRAM_LASS_BLACK_VIV_V30_5G,FRAM_LASS_BLACK_VIV_V30_5G,Mar-26,"Black, Transparent",INDIA,ACCGZHFW97SGVBPK,Plastic
FRAM_LASS_BLACK_VIV_V30PRO_5G,FRAM_LASS_BLACK_VIV_V30PRO_5G,Mar-26,Black,INDIA,ACCGZH6W3TTXUVX6,Plastic
FRAM_LASS_BLACK_VIV_V40_5G,FRAM_LASS_BLACK_VIV_V40_5G,Mar-26,Black,INDIA,ACCH45X3QPCMUYFK,Plastic
FRAM_LASS_BLACK_VIV_V40PRO_5G,FRAM_LASS_BLACK_VIV_V40PRO_5G,Mar-26,Black,INDIA,ACCH45NZSAXHDZ8Y,Plastic
FRAM_LASS_BLACK_VIV_X200_5G_123,FRAM_LASS_BLACK_VIV_X200_5G_123,Mar-26,Black,INDIA,ACCH8WWHDKHFGMPZ,Plastic
FRAM_LASS_BLACK_VIV_X200_5G_410,FRAM_LASS_BLACK_VIV_X200_5G_410,Mar-26,Black,INDIA,ACCH95MHV7GSK2ZY,Plastic
FRAM_LASS_BLACK_VIV_X200_5G_852,FRAM_LASS_BLACK_VIV_X200_5G_852,Mar-26,Black,INDIA,ACCH95MM3EX8R9YX,Plastic
FRAM_LASS_BLACK_VIV_X200_PRO_5G,FRAM_LASS_BLACK_VIV_X200_PRO_5G,Mar-26,Black,INDIA,ACCH8WVS5FHKYCGA,Plastic
FRAM_LASS_BLACK_VIV_X200PRO_5G_SN,FRAM_LASS_BLACK_VIV_X200PRO_5G_SN,Mar-26,Black,INDIA,ACCH95MME8HUWWBK,Plastic
KAPDA_BLACK_CMF_NOTHING_PHONE_2_PRO_5G,KAPDA_BLACK_CMF_NOTHING_PHONE_2_PRO_5G,Mar-26,Black,INDIA,ACCHC7PW49HN3T5H,"Silicon, Cloth"
KAPDA_BLACK_IQOO_NEO_10R_5G,KAPDA_BLACK_IQOO_NEO_10R_5G,Mar-26,Blue,INDIA,ACCHE2KUHAZPS6JG,"Silicon, Cloth"
KAPDA_BLACK_IQOO_Z9LITE_5G_VIV_T3_LITE_5G,KAPDA_BLACK_IQOO_Z9LITE_5G_VIV_T3_LITE_5G,Mar-26,Black,INDIA,ACCH3REMJ8GCRHFQ,"Silicon, Cloth"
KAPDA_BLACK_IQOO_Z9S_PRO_5G_SN,KAPDA_BLACK_IQOO_Z9s_PRO_5G_SN,Mar-26,Black,INDIA,ACCH7GUFSYJ5DWVH,"Silicon, Cloth"
KAPDA_BLACK_MI_11PRIME_4G,KAPDA_BLACK_MI_11PRIME_4G,Mar-26,Black,INDIA,ACCGPQUWGKPHQDQM,"Silicon, Cloth"
KAPDA_BLACK_MI_12_POC_M6PRO_5G,KAPDA_BLACK_MI_12_POC_M6PRO_5G,Mar-26,Black,INDIA,ACCGTG5HPB9PAZZT,"Silicon, Cloth"
KAPDA_BLACK_MI_13_5G,KAPDA_BLACK_MI_13_5G,Mar-26,Black,INDIA,ACCH3RESKKYDHYYN,"Silicon, Cloth"
KAPDA_BLACK_MI_13_5G_SN,KAPDA_BLACK_MI_13_5G_SN,Mar-26,Black,INDIA,ACCH3REV2ZGC6FMA,"Silicon, Cloth"
KAPDA_BLACK_MI_NOTE12_5G,KAPDA_BLACK_MI_NOTE12_5G,Mar-26,Black,INDIA,ACCGPBCFSZGGYBPC,"Silicon, Cloth"
KAPDA_BLACK_MI_NOTE12_5G_SN,BLACK_M,Mar-26,Black,INDIA,ACCGPBJMUFBZR3QC,"Silicon, Cloth"
KAPDA_BLACK_MI_POC_M6PRO_5G,KAPDA_BLACK_MI_POC_M6PRO_5G,Mar-26,Black,INDIA,ACCGTG5BQ5HBCRFN,"Silicon, Cloth"
KAPDA_BLACK_MI_POC_X5_5G,KAPDA_BLACK_MI_POC_X5_5G,Mar-26,Black,INDIA,ACCGPW2YBSBYFSJS,"Silicon, Cloth"
KAPDA_BLACK_MOTO_EDGE_50FUSION_5G_SN,KAPDA_BLACK_MOTO_EDGE_50FUSION_5G_SN,Mar-26,Black,INDIA,ACCH3RD5BUXYCYZF,"Silicon, Cloth"
KAPDA_BLACK_NOTHINE_CMF_PHONE_1_852,KAPDA_BLACK_NOTHINE_CMF_PHONE_1_852,Mar-26,Black,INDIA,ACCH3RCEMQR8MH9G,"Silicon, Cloth"
KAPDA_BLACK_NOTHING_PHONE _3A_5G,KAPDA_BLACK_Nothing_Phone _3A_5G,Mar-26,Black,INDIA,ACCHC8TVWUYG5YHZ,"Silicon, Cloth"
KAPDA_BLACK_NOTHING_PHONE _3A_5G_RED,KAPDA_BLACK_Nothing_Phone _3A_5G_RED,Mar-26,Black,INDIA,ACCHC8U24QZZJGV6,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_CE3LITE_5G_SN,KAPDA_BLACK_ONE_PLUS_CE3LITE_5G_SN,Mar-26,Black,INDIA,ACCGP5UVNHHFZYHX,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD_2T_5G,PDA_BLACK_ ORD_2T_5G,Mar-26,Black,INDIA,ACCGQVZFFDEJDKHS,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD_CE_4LITE_5G,KAPDA_BLACK_ONE_PLUS_NORD_CE_4LITE_5G,Mar-26,Black,INDIA,ACCH2CBRKB6SNG4Y,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD_CE_4LITE_5G_820,KAPDA_BLACK_ONE_PLUS_NORD_CE_4LITE_5G_820,Mar-26,Black,INDIA,ACCH2YHGNJHMQKDR,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD_CE4_5G,KAPDA_BLACK_ONE_PLUS_NORD_CE4_5G,Mar-26,Black,INDIA,ACCHF2MJ9X7GEBZE,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD_CE4_5G_852,KAPDA_BLACK_ONE_PLUS_NORD_CE4_5G_852,Mar-26,Black,INDIA,ACCHF5YEAJKZRTD3,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD2_5G_852,KAPDA_BLACK_ONE_PLUS_NORD2_5G_852,Mar-26,Black,INDIA,ACCH2GGNRXBYMHAE,"Silicon, Cloth"
KAPDA_BLACK_ONE_PLUS_NORD2_5G_SN,KAPDA_BLACK_ONE_PLUS_NORD2_5G_SN,Mar-26,Black,INDIA,ACCGPBDYCJYBYHRQ,"Silicon, Cloth"
KAPDA_BLACK_OPP_F27PRO_PLUS_5G,KAPDA_BLACK_OPP_F27PRO_PLUS_5G,Mar-26,Black,INDIA,ACCH28KHEZFBK3QY,"Silicon, Cloth"
KAPDA_BLACK_OPP_RENO_13_5G,KAPDA_BLACK_OPP_RENO_13_5G,Mar-26,Black,INDIA,ACCH93DYNHYX4CK4,"Silicon, Cloth"
KAPDA_BLACK_OPPO_F21PRO_5G,KAPDA_BLACK_OPPO_F21PRO_5G,Mar-26,Black,INDIA,ACCGPBEBFN9MXXB2,"Silicon, Cloth"
KAPDA_BLACK_OPPO_F29_5G_RED,KAPDA_BLACK_OPPO_F29_5G_RED,Mar-26,Black,INDIA,ACCHC8UHHBDNPJU2,"Silicon, Cloth"
KAPDA_BLACK_OPPO_RENO_8T_5G,KAPDA_BLACK_OPPO_RENO_8T_5G,Mar-26,Black,INDIA,ACCGPBEFSZTETWYN,"Silicon, Cloth"
KAPDA_BLACK_OPPO_RENO_8T_5G_SN,KAPDA_BLACK_OPPO_RENO_8T_5G_SN,Mar-26,Black,INDIA,ACCGPBE5NT6WCDTZ,"Silicon, Cloth"
KAPDA_BLACK_OPPO_RENO8_5G,_BLACK_OP,Mar-26,Black,INDIA,ACCGPBJ3Y2GVZKZ7,"Silicon, Cloth"
KAPDA_BLACK_POC_M4_5G,KAPDA_BLACK_POC_M4_5G,Mar-26,Black,INDIA,ACCGPQUVA9XPHTYY,"Silicon, Cloth"
KAPDA_BLACK_REA_14X_5G,KAPDA_BLACK_REA_14X_5G,Mar-26,Black,INDIA,ACCH8HPVXZ5FYXQZ,"Silicon, Cloth"
KAPDA_BLACK_REAL_11_11X_NARZO_60X_5G,KAPDA_BLACK_REAL_11_11X_NARZO_60X_5G,Mar-26,Black,INDIA,ACCGTG35YFSJHWPE,"Silicon, Cloth"
KAPDA_BLACK_REAL_11X_5G,KAPDA_BLACK_REAL_11X_5G,Mar-26,Black,INDIA,ACCGTG2ZKBENXVDB,"Silicon, Cloth"
KAPDA_BLACK_REAL_11X_5G_SN,KAPDA_BLACK_REAL_11X_5G_SN,Mar-26,Black,INDIA,ACCGTG2PYGF88JKX,"Silicon, Cloth"
KAPDA_BLACK_REAL_12_12X_C65_NARZO_70X_5G,KAPDA_BLACK_REAL_12_12x_C65_NARZO_70X_5G,Mar-26,Black,INDIA,ACCHF72FAA8EJ4EZ,"Silicon, Cloth"
KAPDA_BLACK_REAL_12X_5G,KAPDA_BLACK_REAL_12X_5G,Mar-26,Black,INDIA,ACCHF5ZA8VFHPJSV,"Silicon, Cloth"
KAPDA_BLACK_REAL_14PRO_5G,KAPDA_BLACK_REAL_14PRO_5G,Mar-26,Black,INDIA,ACCH9QTHNGNMMPMV,"Silicon, Cloth"
KAPDA_BLACK_REAL_C63_5G_SN,KAPDA_BLACK_REAL_C63_5G_SN,Mar-26,Black,INDIA,ACCH6HK9YG8ZVTYH,"Silicon, Cloth"
KAPDA_BLACK_REAL_C65_5G,KAPDA_BLACK_REAL_C65_5G,Mar-26,Black,INDIA,ACCHF6TFGJKAWJRC,"Silicon, Cloth"
KAPDA_BLACK_REAL_GT_6_6T_5G,KAPDA_BLACK_REAL_GT_6_6T_5G,Mar-26,Black,INDIA,ACCH28QPWWBEKQFJ,"Silicon, Cloth"
KAPDA_BLACK_REAL_NARZO_70_5G,KAPDA_BLACK_REAL_NARZO_70_5G,Mar-26,Black,INDIA,ACCHF74ZFSP6FW9S,"Silicon, Cloth"
KAPDA_BLACK_REAL_NRZO_60_5G,KAPDA_BLACK_REAL_NRZO_60_5G,Mar-26,Black,INDIA,ACCGVAZ3HYYGT9GG,"Silicon, Cloth"
KAPDA_BLACK_REAL_P1_5G,KAPDA_BLACK_REAL_P1_5G,Mar-26,Black,INDIA,ACCHF74FQFGPMGG2,"Silicon, Cloth"
KAPDA_BLACK_REALME_10PRO_5G,KAPDA_BLACK_REALME_10PRO_5G,Mar-26,Black,INDIA,ACCGPC4ZYCZ5ZZ56,"Silicon, Cloth"
KAPDA_BLACK_REALME_10PRO_5G_SN,KAPDA_BLACK_RPRO_5G_SN,Mar-26,Black,INDIA,ACCGPCMTXY6FDKGV,"Silicon, Cloth"
KAPDA_BLACK_REALME_P3_5G,KAPDA_BLACK_Realme_P3_5G,Mar-26,Black,INDIA,ACCHC8VWHZYS6KBF,"Silicon, Cloth"
KAPDA_BLACK_SAM_A33_5G,KAPDA_BLACK_SAM_A33_5G,Mar-26,Black,INDIA,ACCGPC5DKKMPFE8Q,"Silicon, Cloth"
KAPDA_BLACK_SAM_A33_5G_852,KAPDA_BLACK_SAM_A33_5G_852,Mar-26,Black,INDIA,ACCH2GGUNXCV4WGH,"Silicon, Cloth"
KAPDA_BLACK_SAM_F14_5G_852,KAPDA_BLACK_SAM_F14_5G_852,Mar-26,Black,INDIA,ACCGP5VWYMQUBNFX,"Silicon, Cloth"
KAPDA_BLACK_SAM_F15_5G,KAPDA_BLACK_SAM_F15_5G,Mar-26,Black,INDIA,ACCHF2NW6FAZDTKB,"Silicon, Cloth"
KAPDA_BLACK_SAM_M32_5G,KAPDA_BLACK_SAM_M32_5G,Mar-26,Black,INDIA,ACCH2HD6XPGSCXHH,"Silicon, Cloth"
KAPDA_BLACK_SAM_S23_5G,KAPDA_BLACK_SAM_S23_5G,Mar-26,Black,INDIA,ACCH6HT5EEWMW9UY,"Silicon, Cloth"
KAPDA_BLACK_SAMSUNG_A34_5G,KAPDA_BLACK_SAMSUNG_A34_5G,Mar-26,Black,INDIA,ACCGQVZSGKNV7ZY3,"Silicon, Cloth"
KAPDA_BLACK_VIV_T2PRO_5G,KAPDA_BLACK_VIV_T2PRO_5G,Mar-26,Blue,INDIA,ACCHE3NF9ZHPYYVG,"Silicon, Cloth"
KAPDA_BLACK_VIV_T2X_5G,KAPDA_BLACK_VIV_T2X_5G,Mar-26,Black,INDIA,ACCGPW44GWS5EKGF,"Silicon, Cloth"
KAPDA_BLACK_VIV_T3_5G,KAPDA_BLACK_VIV_T3_5G,Mar-26,Black,INDIA,ACCGZFXN5YGGSZF2,"Silicon, Cloth"
KAPDA_BLACK_VIV_T3PRO_5G_SN,KAPDA_BLACK_VIV_T3PRO_5G_SN,Mar-26,Black,INDIA,ACCH7GTEQAGBDUUW,"Silicon, Cloth"
KAPDA_BLACK_VIV_T3X_5G_852,KAPDA_BLACK_VIV_T3X_5G_852,Mar-26,Black,INDIA,ACCHF87XYVXY5FNR,"Silicon, Cloth"
KAPDA_BLACK_VIV_T3X_5G_SN,KAPDA_BLACK_VIV_T3X_5G_SN,Mar-26,Black,INDIA,ACCHF87WKJNYSE6B,"Silicon, Cloth"
KAPDA_BLACK_VIV_T4_5G,KAPDA_BLACK_VIV_T4_5G,Mar-26,Black,INDIA,ACCHC8RZSYEXGZM9,"Silicon, Cloth"
KAPDA_BLACK_VIV_V29E_5G,KAPDA_BLACK_VIV_V29E_5G,Mar-26,Black,INDIA,ACCGTG6VUHRHCK5Y,"Silicon, Cloth"
KAPDA_BLACK_VIV_V29PRO_5G,KAPDA_BLACK_VIV_V29PRO_5G,Mar-26,Black,INDIA,ACCGV9RFB7UEDZDG,"Silicon, Cloth"
KAPDA_BLACK_VIV_V30E_5G_852,KAPDA_BLACK_VIV_V30E_5G_852,Mar-26,Black,INDIA,ACCHF88MKDGDHZZW,"Silicon, Cloth"
KAPDA_BLACK_VIV_V30E_5G_SN,KAPDA_BLACK_VIV_V30E_5G_SN,Mar-26,Black,INDIA,ACCHF88HPTAZTF9Z,"Silicon, Cloth"
KAPDA_BLACK_VIV_V40E_5G,KAPDA_BLACK_VIV_V40e_5G,Mar-26,Black,INDIA,ACCH6GZGCCPUAHUH,"Silicon, Cloth"
KAPDA_BLACK_VIV_V40E_5G_SN,KAPDA_BLACK_VIV_V40e_5G_SN,Mar-26,Black,INDIA,ACCH7RJSPFKMCFYB,"Silicon, Cloth"
KAPDA_BLACK_VIV_V50_5G,KAPDA_BLACK_VIV_V50_5G,Mar-26,Black,INDIA,ACCH9QVVDAZKF7E3,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y16_Y56_T2X_5G,KAPDA_BLACK_VIV_Y16_Y56_T2X_5G,Mar-26,Black,INDIA,ACCGPW4ZSNXZHS6J,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y20,KAPDA_BLACK_VIV_Y20,Mar-26,Black,INDIA,ACCGYMUSMKYZUMSH,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y200_PRO_5G,KAPDA_BLACK_VIV_Y200_PRO_5G,Mar-26,Black,INDIA,ACCH2F7HGSHHAYSZ,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y200E_5G,KAPDA_BLACK_VIV_Y200e_5G,Mar-26,Black,INDIA,ACCGZNGRMSZMJWHP,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y27_4G,KAPDA_BLACK_VIV_Y27_4G,Mar-26,Black,INDIA,ACCGVARJDYVWVFKC,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y29_5G,KAPDA_BLACK_VIV_Y29_5G,Mar-26,Black,INDIA,ACCH8HSNGUE2YCB3,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y300_5G,KAPDA_BLACK_VIV_Y300_5G,Mar-26,Black,INDIA,ACCH8HSSECNZNWUM,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y400_5G,KAPDA_BLACK_VIV_Y400_5G,Mar-26,Blue,INDIA,ACCHGABG9ZDQZNDW,"Silicon, Cloth"
KAPDA_BLACK_VIV_Y400_PRO_5G,KAPDA_BLACK_VIV_Y400_PRO_5G,Mar-26,Blue,INDIA,ACCHEFN9KZMEEXVD,"Silicon, Cloth"
KAPDA_BLACK_VIVO_T1PRO_5G,KAPDA_BLACK_VIVO_T1PRO_5G,Mar-26,Black,INDIA,ACCGPC76QXUT4C4C,"Silicon, Cloth"
KAPDA_BLACK_VIVO_V27_5G,KAPDA_BLACK_VIVO_V27_5G,Mar-26,Black,INDIA,ACCGPB4PGEP3ZQGS,"Silicon, Cloth"
KAPDA_BLACK_VIVO_V29E_5G_NEW,KAPDA_BLACK_VIVO_V29e_5G_NEW_SN,Mar-26,Black,INDIA,ACCH8HS9Y2XBHTGG,"Silicon, Cloth"
KAPDA_GREEN_INFNX_HOT_20PLAY_7410,KAPDA_GREEN_INFNX_HOT_20PLAY_7410,Mar-26,Green,INDIA,ACCGP8YKGPPVUMZY,"Silicon, Cloth"
KAPDA_GREEN_MI_11PRIME_4G,KAPDA_GREEN_MI_11PRIME_4G,Mar-26,Green,INDIA,ACCGPRY9XTWUHTVV,"Silicon, Cloth"
KAPDA_GREEN_MOTO_G35_5G_SN,KAPDA_GREEN_MOTO_G35_5G_SN,Mar-26,Green,INDIA,ACCH8ZYBJAGM58FQ,"Silicon, Cloth"
KAPDA_GREEN_NOTHING_PHONE_(1)_SN,KAPDA_GREEN_NOTHING_PHONE_(1)_SN,Mar-26,Green,INDIA,ACCGPD8FSVRTGHZA,"Silicon, Cloth"
KAPDA_GREEN_ONE_PLUS_NORD_CE_3LITE_5G,KAPDA_GREEN_ONE_PLUS_NORD_CE_3LITE_5G,Mar-26,Green,INDIA,ACCGXRZTWDKY9ZEC,"Silicon, Cloth"
